userid	post	ques	ans	asker	ans1	severity1	bully1	ans2	severity2	bully2	ans3	severity3	bully3
teaachgee	Q: Do you get annoyed when someone cuts in front of you when you are waiting in line?<br>A: Yes.	Do you get annoyed when someone cuts in front of you when you are waiting in line?	 Yes.	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you get cold sores often?:<br>A: Nope. Show your face? why dont you?	Do you get cold sores often?:	 Nope. Show your face? why dont you?	None	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you get distracted easily?<br>A: very much so!	Do you get distracted easily?	 very much so!	xXAkumuTenshiXx	No	0	N/A	No	0	n/a	No	0	n/a
teaachgee	Q: Do you get excited over cameras?:<br>A: I love cameras. Show your face yooo	Do you get excited over cameras?:	 I love cameras. Show your face yooo	None	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you get mad when people lie to you?<br>A: If I care about the person lying to me..	Do you get mad when people lie to you?	 If I care about the person lying to me..	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you get nervous before doctor appointments?<br>A: nope	Do you get nervous before doctor appointments?	 nope	SamsHairTugger	No	None	N/A	No	0	n/a	No	0	na
teaachgee	Q: Do you get nervous when alot of people look at you?<br>A: not at all :) look away haha	Do you get nervous when alot of people look at you?	 not at all :) look away haha	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you get upset easily?<br>A: not too easy.	Do you get upset easily?	 not too easy.	alexxxie	No	0	n/a	No	0	n/a	Yes	0	n/a
teaachgee	Q: Do you give it up easy? As in sex wise :|  Or do you play hard to get it?<br>A: No. Im with my first and am gladly in love with him-r HARD TO GET is always BETTER! :)	Do you give it up easy? As in sex wise :|  Or do you play hard to get it?	 No. Im with my first and am gladly in love with him-r HARD TO GET is always BETTER! :)	rubinathy15	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you give out second chances too easily?<br>A: Wayyyy tooooo easilyyyyyyy!	Do you give out second chances too easily?	 Wayyyy tooooo easilyyyyyyy!	emahsnouoy	No	0	n/a	No	0	na	No	0	n/a
teaachgee	Q: Do you give smart ass  answers to questiosn or answer them with a good answer?<br>A: depends on the question really but both :)	Do you give smart ass  answers to questiosn or answer them with a good answer?	 depends on the question really but both :)	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: do you go buy your first name or by your middle name?<br>A: First.	do you go buy your first name or by your middle name?	 First.	Xavier69Massiah	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: do you go to church regularly?<br>A: Not currently. Used to..	do you go to church regularly?	 Not currently. Used to..	emahsnouoy	No	0	N/A	No	0	n/a	No	0	n/a
teaachgee	Q: Do you guys like robot chicken? i do;) asked<br>A: idk	Do you guys like robot chicken? i do;) asked	 idk	rubinathy15	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you hate being alone?<br>A: Home alone  yes.	Do you hate being alone?	 Home alone  yes.	kissandsell	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you hate the last guy/girl you were talking to?<br>A: Nahh hates a strong word.	Do you hate the last guy/girl you were talking to?	 Nahh hates a strong word.	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	na
teaachgee	Q: Do you have a calendar from 2001 hanging in your room?:<br>A: no. haha Show YOUR FAce.	Do you have a calendar from 2001 hanging in your room?:	 no. haha Show YOUR FAce.	None	No	0	n/a	No	0	n/a	Yes	None	show your face
teaachgee	Q: Do you have a calender in your room?<br>A: nope	Do you have a calender in your room?	 nope	SamsHairTugger	No	0	N/A	No	0	n/a	No	0	n/a
teaachgee	Q: Do you have a cellphone or iPod with a patterened cover?<br>A: no	Do you have a cellphone or iPod with a patterened cover?	 no	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you have a distinct smell?:<br>A: i think everyone does	Do you have a distinct smell?:	 i think everyone does	rubinathy15	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you have a favorite Beatles song?<br>A: Hmm I love the beatles :]	Do you have a favorite Beatles song?	 Hmm I love the beatles :]	SamsHairTugger	No	None	None	No	0	n/a	No	0	n/a
teaachgee	Q: Do you have a favorite Jim Carrey movie?<br>A: He's not really one of my favorites. But i likes MASK.	Do you have a favorite Jim Carrey movie?	 He's not really one of my favorites. But i likes MASK.	SamsHairTugger	No	0	n/a	No	None	None	No	0	n/a
teaachgee	Q: Do you have a fetish?<br>A: not really	Do you have a fetish?	 not really	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: do you have a pair of underwear that consistently gives you a wedgie  yet you still wear them?<br>A: Only thongs. And honestly I never understood why women wear them because they are literally the most uncomfortable things to wear. I feel like my asscheeks have no underwire like a bra. haha its hard to explain. r But now I wear them because they make me feel sexy. So if Im in a spicy mood I wear them :)	do you have a pair of underwear that consistently gives you a wedgie  yet you still wear them?	 Only thongs. And honestly I never understood why women wear them because they are literally the most uncomfortable things to wear. I feel like my asscheeks have no underwire like a bra. haha its hard to explain. r But now I wear them because they make me feel sexy. So if Im in a spicy mood I wear them :)	bearsaretough	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you have a secret that no one knows but you?<br>A: doesnt everyone..	Do you have a secret that no one knows but you?	 doesnt everyone..	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you have a song stuck in your head right now?<br>A: Janet son of a gun. haha	Do you have a song stuck in your head right now?	 Janet son of a gun. haha	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you have a specific work-out routine?..if  not  how do you keep in shape? [mentally and physically  speaking].<br>A: I do yoga. :]	Do you have a specific work-out routine?..if  not  how do you keep in shape? [mentally and physically  speaking].	 I do yoga. :]	Smile4mexXx	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you have a T.V. in your bedroom?<br>A: Nope.	Do you have a T.V. in your bedroom?	 Nope.	emahsnouoy	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you have a tan?<br>A: I could have a better one. :(	Do you have a tan?	 I could have a better one. :(	SamsHairTugger	No	0	n/a	No	0	n/a	No	None	N/A
teaachgee	Q: Do you have a tattoo  where is it located and what does it stand for?<br>A: No  nowhere and nothing. haha	Do you have a tattoo  where is it located and what does it stand for?	 No  nowhere and nothing. haha	emahsnouoy	No	0	n/a	No	0	n/a	No	0	N/A
teaachgee	Q: Do you have a twitching problem?:<br>A: No? haha show your face	Do you have a twitching problem?:	 No? haha show your face	None	Yes	1	do you have a twitching problem?	No	0	n/a	No	0	n/a
teaachgee	Q: Do you have A.D.D.?<br>A: not clinically but i think so sometiems hahhahha	Do you have A.D.D.?	 not clinically but i think so sometiems hahhahha	SamsHairTugger	No	0	n/a	No	0	n/a	Yes	5	A.D.D
teaachgee	Q: Do you have an innie or an outtie?<br>A: innie.	Do you have an innie or an outtie?	 innie.	SamsHairTugger	No	0	n/a	Yes	3	"""innie, outtie"""	No	0	n/a
teaachgee	Q: Do you have any concerns at this moment?<br>A: Nahhh. only that the occean is dispicably turning to oil at the rate of people saying ohh who really cares and the welfare of the creatures living in it is in our hands....not too much of a concern thooough...	Do you have any concerns at this moment?	 Nahhh. only that the occean is dispicably turning to oil at the rate of people saying ohh who really cares and the welfare of the creatures living in it is in our hands....not too much of a concern thooough...	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: do you have any fun summer plans?<br>A: Not really. I wanna go back to gatliburg..i gotta necklace from one of the gem places up in the mountians and the head on the necklace broke. so i wanna get it fixed. :] haha but other than that. the beach would be nice but were tyring to get a house around here so idk if money will work.	do you have any fun summer plans?	 Not really. I wanna go back to gatliburg..i gotta necklace from one of the gem places up in the mountians and the head on the necklace broke. so i wanna get it fixed. :] haha but other than that. the beach would be nice but were tyring to get a house around here so idk if money will work.	bearsaretough	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you have any health problems?<br>A: Not that im aware of thankfully	Do you have any health problems?	 Not that im aware of thankfully	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you have any jewelery on?<br>A: a hemp bracelet my sister made me on my left wrist and my two favorite rings :]r Earrings too...lets count  8 others :)	Do you have any jewelery on?	 a hemp bracelet my sister made me on my left wrist and my two favorite rings :]r Earrings too...lets count  8 others :)	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	N/A
teaachgee	Q: Do you have any magazine subscriptions?<br>A: Nope	Do you have any magazine subscriptions?	 Nope	SamsHairTugger	No	0	n/a	No	0	N/A	No	0	n/a
teaachgee	Q: Do you have any phobias? If so  what are they?<br>A: Not really that i can think of.	Do you have any phobias? If so  what are they?	 Not really that i can think of.	Smile4mexXx	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you have any tattoos?  If not  any plans to get one?<br>A: nope. and i wanted one but now idk cause i just dont think id be happy in a few years so oh well.. ill prolly never get any but i like it that way	Do you have any tattoos?  If not  any plans to get one?	 nope. and i wanted one but now idk cause i just dont think id be happy in a few years so oh well.. ill prolly never get any but i like it that way	SamsHairTugger	No	None	N/A	No	0	N/A	No	0	n/a
teaachgee	Q: Do you have any weird habits?<br>A: I like to brush my teeth in the shower :)	Do you have any weird habits?	 I like to brush my teeth in the shower :)	emahsnouoy	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: do you have classes? what&#039;s your favorite subject?<br>A: Not currently. Im on a waiting list and I really enjoyed microbiology :)	do you have classes? what&#039;s your favorite subject?	 Not currently. Im on a waiting list and I really enjoyed microbiology :)	emahsnouoy	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you have dreams about becoming famous?:<br>A: nahhh	Do you have dreams about becoming famous?:	 nahhh	rubinathy15	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you have one or more Britney Spears C.D.?<br>A: All three babay :)	Do you have one or more Britney Spears C.D.?	 All three babay :)	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: do you have twitter? =)<br>A: NOpe. I used to but then i deleted it because i liked formspring more and didn't have many followers on it.	do you have twitter? =)	 NOpe. I used to but then i deleted it because i liked formspring more and didn't have many followers on it.	CoquettishDiva	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you have two formsprings me? Because I&#039;m following a different account and it&#039;s still you? Haha<br>A: Yeah i made my first one. and forgot the password to it!!!!! haha so i had to make a new one. it sucked but at least it was farely new to me. teaachgee is the right one!! :)	Do you have two formsprings me? Because I&#039;m following a different account and it&#039;s still you? Haha	 Yeah i made my first one. and forgot the password to it!!!!! haha so i had to make a new one. it sucked but at least it was farely new to me. teaachgee is the right one!! :)	None	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you have your own bank account?:<br>A: mes  they can be fun	Do you have your own bank account?:	 mes  they can be fun	rubinathy15	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you have your own vehicle?<br>A: yes. Silver sunfire. 2000	Do you have your own vehicle?	 yes. Silver sunfire. 2000	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: do you have your twitter account?<br>A: I did. And then realized I dont get on my account enough to follow a bazillion people and keep them all posted up on my life. So I deleted it. r So Im sticking with formspring :]	do you have your twitter account?	 I did. And then realized I dont get on my account enough to follow a bazillion people and keep them all posted up on my life. So I deleted it. r So Im sticking with formspring :]	emahsnouoy	No	None	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you ignore people when you&#039;re mad/upset with them?<br>A: I like to walk away from a situation yes. before it escalades and things are said and felt that aren't needed.	Do you ignore people when you&#039;re mad/upset with them?	 I like to walk away from a situation yes. before it escalades and things are said and felt that aren't needed.	VICKYDELETED	No	None	None	No	0	n/a	No	0	n/a
teaachgee	Q: Do you judge people on what they look like?<br>A: Negative. I think we as humans all tend to sometimes but its all in unintentional purpose. So I try not too :)	Do you judge people on what they look like?	 Negative. I think we as humans all tend to sometimes but its all in unintentional purpose. So I try not too :)	xtabithaxo	No	0	n/a	No	0	n/a	No	None	N/A
teaachgee	Q: Do you know a alcoholic?<br>A: nahh	Do you know a alcoholic?	 nahh	ChloroformGRL	No	0	n/a	No	None	N/A	No	0	n/a
teaachgee	Q: Do you know a drug addict?<br>A: yes	Do you know a drug addict?	 yes	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you know any mechanical stuff about cars?<br>A: I know how to change a tire  change my oil  what most parts of the car and motor is. I can put all liquids in my motor :] and I soo have my own jumpers haha	Do you know any mechanical stuff about cars?	 I know how to change a tire  change my oil  what most parts of the car and motor is. I can put all liquids in my motor :] and I soo have my own jumpers haha	SamsHairTugger	No	0	n/a	No	0	N/A	No	0	n/a
teaachgee	Q: Do you know anyone in prison?<br>A: Lil wayne	Do you know anyone in prison?	 Lil wayne	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you know anyone who has broken their thigh bone? Did you know the thigh bone is stronger then concrete?<br>A: No I don't know anyone and yes I did know that.	Do you know anyone who has broken their thigh bone? Did you know the thigh bone is stronger then concrete?	 No I don't know anyone and yes I did know that.	None	No	0	N/A	No	0	n/a	No	0	n/a
teaachgee	Q: Do you know anyone who keeps their dog in their house?<br>A: yes. tims dad	Do you know anyone who keeps their dog in their house?	 yes. tims dad	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you know anyone who was adopted as a child?<br>A: Not to my knowledge.	Do you know anyone who was adopted as a child?	 Not to my knowledge.	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you know anyone with a mental problem?<br>A: yes. many people. i work with alot of the mentally handicapped	Do you know anyone with a mental problem?	 yes. many people. i work with alot of the mentally handicapped	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you know April?<br>A: She's my sister :]	Do you know April?	 She's my sister :]	johnnykitten	No	None	None	No	0	n/a	No	0	n/a
teaachgee	Q: Do you know how much a peso would be worth in the United States today?<br>A: ..	Do you know how much a peso would be worth in the United States today?	 ..	rubinathy15	No	0	n/a	No	0	N/A	No	0	n/a
teaachgee	Q: Do you know how to change a tire? Change oil? Change a spark plug?<br>A: Yes. yes. and i have the idea of it. as long as i have the paper thatt tells me which numbered spark plug goes where..i could do it :)	Do you know how to change a tire? Change oil? Change a spark plug?	 Yes. yes. and i have the idea of it. as long as i have the paper thatt tells me which numbered spark plug goes where..i could do it :)	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you know how to knit?<br>A: yes	Do you know how to knit?	 yes	SamsHairTugger	No	0	n/a	No	None	n/a	No	0	n/a
teaachgee	Q: Do you know how to play poker?<br>A: i wish i did.	Do you know how to play poker?	 i wish i did.	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: do you know how to speak korean?<br>A: Nope. I know a little thai and some spanish. haha go figure.Im seriously the whitest korean chick you'd ever meet :]	do you know how to speak korean?	 Nope. I know a little thai and some spanish. haha go figure.Im seriously the whitest korean chick you'd ever meet :]	emahsnouoy	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you know karate?<br>A: i wish. hhhhhighhhhyeaaaahhhh!	Do you know karate?	 i wish. hhhhhighhhhyeaaaahhhh!	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you know what boricua/moricua/morena mean?:<br>A: no	Do you know what boricua/moricua/morena mean?:	 no	rubinathy15	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you know what dog treats taste like?<br>A: nope but i can imagine	Do you know what dog treats taste like?	 nope but i can imagine	SamsHairTugger	Yes	3	Do you know what dog treats taste like	No	0	n/a	No	0	n/a
teaachgee	Q: Do you know where your Dad was born?<br>A: ohio	Do you know where your Dad was born?	 ohio	TelescopeLand	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you learn the easy way or the hard way?<br>A: hard. seems like with everything. ughh ha	Do you learn the easy way or the hard way?	 hard. seems like with everything. ughh ha	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you leave voice messages?<br>A: yes :) happy ones. but not to my bf because he wont check them. so he doesnt get the pleasure of recieving funny and nice and amazing messages from me. Mostly just to my sister and back :)	Do you leave voice messages?	 yes :) happy ones. but not to my bf because he wont check them. so he doesnt get the pleasure of recieving funny and nice and amazing messages from me. Mostly just to my sister and back :)	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you like Alice in Wonderland? :)<br>A: Not really the second one so much. It had some good underlying morals and all but the movie itself drug on and on i thought.	Do you like Alice in Wonderland? :)	 Not really the second one so much. It had some good underlying morals and all but the movie itself drug on and on i thought.	None	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you like beef jerky?<br>A: LOVE IT	Do you like beef jerky?	 LOVE IT	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you like blue cheese?<br>A: only in burgers.	Do you like blue cheese?	 only in burgers.	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you like broccoli?<br>A: L O V E broccoli. cheesey broccoli hahaha	Do you like broccoli?	 L O V E broccoli. cheesey broccoli hahaha	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you like candy necklaces?<br>A: They're okay. i haven't seen them in a long time :/	Do you like candy necklaces?	 They're okay. i haven't seen them in a long time :/	SamsHairTugger	No	0	n/a	No	0	n/a	No	None	N/A
teaachgee	Q: Do you like Care Bears?<br>A: NO.	Do you like Care Bears?	 NO.	SamsHairTugger	No	None	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you like carrots?<br>A: Yeshhh	Do you like carrots?	 Yeshhh	SamsHairTugger	No	0	n/a	No	0	N/A	No	0	n/a
teaachgee	Q: do you like cats?<br>A: Nope. Not a cat person.	do you like cats?	 Nope. Not a cat person.	arianaisabeast	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: do you like dogs? do you have one?<br>A: I love doggies :) and not right now. at my parents i do. if that still counts when you no longer live with them. but yes :) they are bull mastiffs. pure bred. akc registered. sweet looking dogs. :) haha	do you like dogs? do you have one?	 I love doggies :) and not right now. at my parents i do. if that still counts when you no longer live with them. but yes :) they are bull mastiffs. pure bred. akc registered. sweet looking dogs. :) haha	emahsnouoy	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you like hot or cold showers?<br>A: hot but sometimes i like cold. depends on the mood i guess	Do you like hot or cold showers?	 hot but sometimes i like cold. depends on the mood i guess	rubinathy15	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you like hugging people when you meet them or are you uncomfortable doing this?<br>A: not really when i first meet them	Do you like hugging people when you meet them or are you uncomfortable doing this?	 not really when i first meet them	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you like it when people just randomly come over?<br>A: yes.	Do you like it when people just randomly come over?	 yes.	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you like ketchup but hate tomatoes?<br>A: nope. i love tomatoes!	Do you like ketchup but hate tomatoes?	 nope. i love tomatoes!	krlgibney	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you like ketchup?<br>A: Love it :]	Do you like ketchup?	 Love it :]	SamsHairTugger	No	0	n/a	No	0	N/A	No	0	n/a
teaachgee	Q: Do you like Kool-Aid?<br>A: not fruit punch. blahhh	Do you like Kool-Aid?	 not fruit punch. blahhh	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: do you like lady gaga?<br>A: Papapapapa shore do :] haha r I like any thing i can do the robot to haha	do you like lady gaga?	 Papapapapa shore do :] haha r I like any thing i can do the robot to haha	emahsnouoy	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you like mustard?<br>A: love it	Do you like mustard?	 love it	SamsHairTugger	No	0	n/a	No	None	n/a	No	0	n/a
teaachgee	Q: Do you like nachos?<br>A: Love them> i love cheese.	Do you like nachos?	 Love them> i love cheese.	rubinathy15	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: do you like politics?<br>A: Do I like them  No. Do I think they have a big part in society  yes. So I take part in them. In america  the government is the people. So why do people say they hate politics?r It can make a great conversation sometimes lol	do you like politics?	 Do I like them  No. Do I think they have a big part in society  yes. So I take part in them. In america  the government is the people. So why do people say they hate politics?r It can make a great conversation sometimes lol	CoquettishDiva	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you like predictive text?<br>A: yes i do haha	Do you like predictive text?	 yes i do haha	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: do you like riding the roller coaster?<br>A: I love roller coasters!! :]	do you like riding the roller coaster?	 I love roller coasters!! :]	emahsnouoy	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you like shopping for new clothes?<br>A: Love it but I don't it too much currently	Do you like shopping for new clothes?	 Love it but I don't it too much currently	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: do you like skittles?<br>A: LOVE THEM :]	do you like skittles?	 LOVE THEM :]	emahsnouoy	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you like the movie Chronicles of Narnia?<br>A: Yes. Love the creativity.	Do you like the movie Chronicles of Narnia?	 Yes. Love the creativity.	VICKYDELETED	No	0	n/a	No	0	n/a	No	None	n/a
teaachgee	Q: Do you like the smell of cigarettes?<br>A: Noooo.	Do you like the smell of cigarettes?	 Noooo.	VICKYDELETED	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you like the smell of weed?<br>A: yes. I think it should be made into a cologne/	Do you like the smell of weed?	 yes. I think it should be made into a cologne/	VICKYDELETED	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: do you like the sound of the wind chimes?<br>A: yes I do :) its calming haha	do you like the sound of the wind chimes?	 yes I do :) its calming haha	thenamejen	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you like this dress I ordered earlier? http://www.topshop.com/webapp/wcs/stores/servlet/ProductDisplay?beginIndex=20&amp;viewAllFlag=false&amp;catalogId=19551&amp;storeId=12556&amp;categoryId=160952&amp;parent_category_rn=42344&amp;productId=1762331&amp;langId=-1<br>A: prettttty	Do you like this dress I ordered earlier? http://www.topshop.com/webapp/wcs/stores/servlet/ProductDisplay?beginIndex=20&amp;viewAllFlag=false&amp;catalogId=19551&amp;storeId=12556&amp;categoryId=160952&amp;parent_category_rn=42344&amp;productId=1762331&amp;langId=-1	 prettttty	TelescopeLand	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you like to go out in the rain?<br>A: Rain doesn't bother me at all other than when Im dressed up and have to be somewhere important. Rain is important.	Do you like to go out in the rain?	 Rain doesn't bother me at all other than when Im dressed up and have to be somewhere important. Rain is important.	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you like to touch sharp objects?:<br>A: No? show your face.	Do you like to touch sharp objects?:	 No? show your face.	None	No	None	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you like to travel by airplane?<br>A: never been on a plane :(	Do you like to travel by airplane?	 never been on a plane :(	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you like Tom Cruise movies?<br>A: like his movies. dont like him.	Do you like Tom Cruise movies?	 like his movies. dont like him.	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	None
teaachgee	Q: Do you like traveling? How often do you think you ride in a car?<br>A: yes!!!!!!!!    i dont much now but i like to travel	Do you like traveling? How often do you think you ride in a car?	 yes!!!!!!!!    i dont much now but i like to travel	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you like Vitamin Water?<br>A: No. Its not as good for you as &quot;they&quot; say. Water is best for me :]	Do you like Vitamin Water?	 No. Its not as good for you as &quot;they&quot; say. Water is best for me :]	kissandsell	No	0	n/a	No	None	None	No	0	n/a
teaachgee	Q: Do you like wild parties with lots of people?:<br>A: somet	Do you like wild parties with lots of people?:	 somet	rubinathy15	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you like your living arrangement?<br>A: not really	Do you like your living arrangement?	 not really	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you like your name?<br>A: yep	Do you like your name?	 yep	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: do you like your name?<br>A: Yes i suppose.	do you like your name?	 Yes i suppose.	fpn123	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you likee chicks?<br>A: Like  like women? No. Like  baby chickens? yess :]	Do you likee chicks?	 Like  like women? No. Like  baby chickens? yess :]	alexxxie	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you listen to christian rock?<br>A: sometimes i do	Do you listen to christian rock?	 sometimes i do	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you listen to music depending on what mood you are in or does music make your mood?<br>A: Okay so i copied and pasted for you. and yes to both questions :]r r Everything!!! seriously.r But when im sad. Ah me by griffen house  I love ADTR &amp; Emarosa any time of the day  anything I can do the robot to and Emmure when Im feeling thrashin :] ha. Ohh and i like instrumental music. Underoaths cd of violins is my all time favorite <3	Do you listen to music depending on what mood you are in or does music make your mood?	 Okay so i copied and pasted for you. and yes to both questions :]r r Everything!!! seriously.r But when im sad. Ah me by griffen house  I love ADTR &amp; Emarosa any time of the day  anything I can do the robot to and Emmure when Im feeling thrashin :] ha. Ohh and i like instrumental music. Underoaths cd of violins is my all time favorite <3	mellsbellls	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you listen to music every day?<br>A: Yes i do!	Do you listen to music every day?	 Yes i do!	SamsHairTugger	No	0	None	No	0	n/a	No	0	n/a
teaachgee	Q: do you listen to your mom??<br>A: sometimes :) i like her opinion.	do you listen to your mom??	 sometimes :) i like her opinion.	xxmansaxx	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you live in China?<br>A: Nope. Ohio :]	Do you live in China?	 Nope. Ohio :]	None	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you loan people money?<br>A: too much sometimes.	Do you loan people money?	 too much sometimes.	ChloroformGRL	No	0	n/a	No	0	n/a	No	None	N/A
teaachgee	Q: Do you look for quality or quantity?<br>A: qualtily :) of course.	Do you look for quality or quantity?	 qualtily :) of course.	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you look forward to sleeping?<br>A: Only if i've had a bad day.	Do you look forward to sleeping?	 Only if i've had a bad day.	LousyReputation	No	None	N/A	No	0	n/a	No	0	n/a
teaachgee	Q: Do you love to party?<br>A: Nahh	Do you love to party?	 Nahh	johnnycupcake	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you make the jokes or laugh at them?<br>A: both. but usuallly make them	Do you make the jokes or laugh at them?	 both. but usuallly make them	ChloroformGRL	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you make your bed daily?<br>A: nope	Do you make your bed daily?	 nope	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	n/a
teaachgee	Q: Do you miss your past?<br>A: I miss being a kid. yes.	Do you miss your past?	 I miss being a kid. yes.	SamsHairTugger	No	0	n/a	No	0	n/a	No	0	N/A
